"concept_id","concept_code","vocabulary_id","codeset","concept_name"
21078362,"OMOP313688","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Hameln","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Hameln"
21078363,"OMOP313690","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Wockhardt","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Wockhardt"
21085927,"OMOP269851","Dopamine 4 MG/ML Injection Box of 1","pressors","Dopamine 4 MG/ML Injection Box of 1"
21087818,"OMOP307733","5 ML Dobutamine 50 MG/ML Injection","pressors","5 ML Dobutamine 50 MG/ML Injection"
21087866,"OMOP308828","5 ML Dopamine 40 MG/ML Injection by Hospira","pressors","5 ML Dopamine 40 MG/ML Injection by Hospira"
21087867,"OMOP308832","5 ML Dopamine 40 MG/ML Injection by A A H","pressors","5 ML Dopamine 40 MG/ML Injection by A A H"
21087868,"OMOP308839","5 ML Dopamine 40 MG/ML Injection Box of 10 by AMCo","pressors","5 ML Dopamine 40 MG/ML Injection Box of 10 by AMCo"
21088035,"OMOP311760","10 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1","pressors","10 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1"
21088129,"OMOP313693","20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 1","pressors","20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 1"
21088386,"OMOP318130","50 ML Milrinone 1 MG/ML Injection Box of 1","pressors","50 ML Milrinone 1 MG/ML Injection Box of 1"
21088391,"OMOP318280","50 ML Dobutamine 5 MG/ML Injection","pressors","50 ML Dobutamine 5 MG/ML Injection"
21091570,"OMOP361497","Milrinone Prefilled Syringe [Primacor]","pressors","Milrinone Prefilled Syringe [Primacor]"
21092959,"OMOP385776","Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 1","pressors","Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 1"
21095669,"OMOP269857","Dopamine 40 MG/ML Injection Box of 10","pressors","Dopamine 40 MG/ML Injection Box of 10"
21097632,"OMOP307735","5 ML Dobutamine 50 MG/ML Injection [Posiject]","pressors","5 ML Dobutamine 50 MG/ML Injection [Posiject]"
21097687,"OMOP308851","5 ML Dopamine 160 MG/ML Injection Box of 5 by Hospira","pressors","5 ML Dopamine 160 MG/ML Injection Box of 5 by Hospira"
21097768,"OMOP310236","10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10","pressors","10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10"
21097769,"OMOP310238","10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] by Sanofi","pressors","10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] by Sanofi"
21098238,"OMOP318281","50 ML Dobutamine 5 MG/ML Injection by Hameln","pressors","50 ML Dobutamine 5 MG/ML Injection by Hameln"
21102869,"OMOP385772","Dobutamine 5 MG/ML Injection Box of 1","pressors","Dobutamine 5 MG/ML Injection Box of 1"
21102870,"OMOP385775","Dobutamine 12.5 MG/ML Injection Box of 5","pressors","Dobutamine 12.5 MG/ML Injection Box of 5"
21105573,"OMOP269856","Dopamine 40 MG/ML Injection Box of 5","pressors","Dopamine 40 MG/ML Injection Box of 5"
21107551,"OMOP308835","5 ML Dopamine 40 MG/ML Injection Box of 5 by Hospira","pressors","5 ML Dopamine 40 MG/ML Injection Box of 5 by Hospira"
21107552,"OMOP308846","5 ML Dopamine 160 MG/ML Injection by Hospira","pressors","5 ML Dopamine 160 MG/ML Injection by Hospira"
21108077,"OMOP318283","50 ML Dobutamine 5 MG/ML Injection Box of 1","pressors","50 ML Dobutamine 5 MG/ML Injection Box of 1"
21111300,"OMOP361507","Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10","pressors","Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10"
21112688,"OMOP385778","Dobutamine 50 MG/ML Injection Box of 5","pressors","Dobutamine 50 MG/ML Injection Box of 5"
21117459,"OMOP311761","10 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1 by UCB","pressors","10 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1 by UCB"
21117860,"OMOP319340","50 ML Dopamine 4 MG/ML Injection Box of 1","pressors","50 ML Dopamine 4 MG/ML Injection Box of 1"
21118492,"OMOP328402","250 ML Dopamine 1.6 MG/ML Prefilled Syringe Box of 1","pressors","250 ML Dopamine 1.6 MG/ML Prefilled Syringe Box of 1"
21120973,"OMOP361510","Milrinone 0.6 MG/ML Injection","pressors","Milrinone 0.6 MG/ML Injection"
21120974,"OMOP361511","Milrinone 0.6 MG/ML Injection Box of 1","pressors","Milrinone 0.6 MG/ML Injection Box of 1"
21122318,"OMOP385779","Dobutamine 50 MG/ML Injection [Posiject]","pressors","Dobutamine 50 MG/ML Injection [Posiject]"
21127303,"OMOP313691","20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex]","pressors","20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex]"
21128265,"OMOP328401","250 ML Dopamine 1.6 MG/ML Prefilled Syringe by Abbott","pressors","250 ML Dopamine 1.6 MG/ML Prefilled Syringe by Abbott"
21136910,"OMOP308826","5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1","pressors","5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1"
21136911,"OMOP308853","5 ML Dopamine 160 MG/ML Injection Box of 5 by A A H","pressors","5 ML Dopamine 160 MG/ML Injection Box of 5 by A A H"
21136912,"OMOP308854","5 ML Dopamine 160 MG/ML Injection Box of 10","pressors","5 ML Dopamine 160 MG/ML Injection Box of 10"
21137446,"OMOP318127","50 ML Milrinone 0.2 MG/ML Injection Box of 1","pressors","50 ML Milrinone 0.2 MG/ML Injection Box of 1"
21137447,"OMOP318134","50 ML Milrinone 0.6 MG/ML Injection Box of 1","pressors","50 ML Milrinone 0.6 MG/ML Injection Box of 1"
21138127,"OMOP328403","250 ML Dopamine 1.6 MG/ML Prefilled Syringe Box of 1 by Abbott","pressors","250 ML Dopamine 1.6 MG/ML Prefilled Syringe Box of 1 by Abbott"
21140687,"OMOP361506","Milrinone 1 MG/ML Prefilled Syringe [Primacor]","pressors","Milrinone 1 MG/ML Prefilled Syringe [Primacor]"
21144766,"OMOP269854","Dopamine 3.2 MG/ML Prefilled Syringe Box of 1","pressors","Dopamine 3.2 MG/ML Prefilled Syringe Box of 1"
21146721,"OMOP307736","5 ML Dobutamine 50 MG/ML Injection [Posiject] by Boehringer Ingelheim","pressors","5 ML Dobutamine 50 MG/ML Injection [Posiject] by Boehringer Ingelheim"
21146778,"OMOP308829","5 ML Dopamine 40 MG/ML Injection by Alliance","pressors","5 ML Dopamine 40 MG/ML Injection by Alliance"
21146779,"OMOP308836","5 ML Dopamine 40 MG/ML Injection Box of 5 by Alliance","pressors","5 ML Dopamine 40 MG/ML Injection Box of 5 by Alliance"
21146780,"OMOP308849","5 ML Dopamine 160 MG/ML Injection by Martindale","pressors","5 ML Dopamine 160 MG/ML Injection by Martindale"
21146924,"OMOP311759","10 ML Dopamine 40 MG/ML Prefilled Syringe by UCB","pressors","10 ML Dopamine 40 MG/ML Prefilled Syringe by UCB"
21156744,"OMOP308827","5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1 by UCB","pressors","5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 1 by UCB"
21156745,"OMOP308844","5 ML Dopamine 40 MG/ML Injection Box of 50 by Hospira","pressors","5 ML Dopamine 40 MG/ML Injection Box of 50 by Hospira"
21156746,"OMOP308848","5 ML Dopamine 160 MG/ML Injection by A A H","pressors","5 ML Dopamine 160 MG/ML Injection by A A H"
21157028,"OMOP313682","20 ML Dobutamine 12.5 MG/ML Injection by Hameln","pressors","20 ML Dobutamine 12.5 MG/ML Injection by Hameln"
21157029,"OMOP313689","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by A A H","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by A A H"
21157288,"OMOP318132","50 ML Milrinone 0.6 MG/ML Injection","pressors","50 ML Milrinone 0.6 MG/ML Injection"
21160475,"OMOP361508","Milrinone 1 MG/ML Injection Box of 1","pressors","Milrinone 1 MG/ML Injection Box of 1"
21164528,"OMOP269852","Dopamine 1.6 MG/ML Prefilled Syringe Box of 1","pressors","Dopamine 1.6 MG/ML Prefilled Syringe Box of 1"
21164529,"OMOP269858","Dopamine 40 MG/ML Injection Box of 50","pressors","Dopamine 40 MG/ML Injection Box of 50"
21166489,"OMOP308834","5 ML Dopamine 40 MG/ML Injection Box of 5","pressors","5 ML Dopamine 40 MG/ML Injection Box of 5"
21166490,"OMOP308856","5 ML Dopamine 160 MG/ML Injection Box of 10 by A A H","pressors","5 ML Dopamine 160 MG/ML Injection Box of 10 by A A H"
21166583,"OMOP310239","10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10","pressors","10 ML Milrinone 1 MG/ML Prefilled Syringe [Primacor] Box of 10"
21166779,"OMOP313686","20 ML Dobutamine 12.5 MG/ML Injection Box of 1","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 1"
21166780,"OMOP313687","20 ML Dobutamine 12.5 MG/ML Injection Box of 5","pressors","20 ML Dobutamine 12.5 MG/ML Injection Box of 5"
21167030,"OMOP318284","50 ML Dobutamine 5 MG/ML Injection Box of 1 by Hameln","pressors","50 ML Dobutamine 5 MG/ML Injection Box of 1 by Hameln"
21170276,"OMOP361504","Milrinone 1 MG/ML Prefilled Syringe Box of 10","pressors","Milrinone 1 MG/ML Prefilled Syringe Box of 10"
21171586,"OMOP385777","Dobutamine 50 MG/ML [Posiject]","pressors","Dobutamine 50 MG/ML [Posiject]"
21174284,"OMOP269849","Dopamine 4 MG/ML","pressors","Dopamine 4 MG/ML"
21176207,"OMOP307737","5 ML Dobutamine 50 MG/ML Injection [Posiject] Box of 5","pressors","5 ML Dobutamine 50 MG/ML Injection [Posiject] Box of 5"
21176208,"OMOP307738","5 ML Dobutamine 50 MG/ML Injection [Posiject] Box of 5 by Boehringer Ingelheim","pressors","5 ML Dobutamine 50 MG/ML Injection [Posiject] Box of 5 by Boehringer Ingelheim"
21177485,"OMOP328405","250 ML Dopamine 3.2 MG/ML Prefilled Syringe Box of 1","pressors","250 ML Dopamine 3.2 MG/ML Prefilled Syringe Box of 1"
35129266,"OMOP4786534","Vasopressin (USP) 20 UNT Injectable Solution [Pitressin]","pressors","Vasopressin (USP) 20 UNT Injectable Solution [Pitressin]"
35129425,"OMOP4786692","Vasopressin (USP) 20 UNT [Pitressin]","pressors","Vasopressin (USP) 20 UNT [Pitressin]"
35129453,"OMOP4786720","Dopamine 20 MG/ML Injectable Solution [Inovan]","pressors","Dopamine 20 MG/ML Injectable Solution [Inovan]"
35129469,"OMOP4786736","Dobutamine 3 MG/ML Injectable Solution","pressors","Dobutamine 3 MG/ML Injectable Solution"
35130609,"OMOP4787858","Dopamine 20 MG/ML [Dominin]","pressors","Dopamine 20 MG/ML [Dominin]"
35130654,"OMOP4787903","10 ML Milrinone 1 MG/ML Injectable Solution by Sandoz","pressors","10 ML Milrinone 1 MG/ML Injectable Solution by Sandoz"
35130722,"OMOP4787970","Dobutamine 1 MG/ML [Dobupum]","pressors","Dobutamine 1 MG/ML [Dobupum]"
35131472,"OMOP4788713","200 ML Dobutamine 1 MG/ML Injectable Solution by Pfizer","pressors","200 ML Dobutamine 1 MG/ML Injectable Solution by Pfizer"
35131634,"OMOP4788870","2.5 ML Dopamine 20 MG/ML Injectable Solution [Critpan]","pressors","2.5 ML Dopamine 20 MG/ML Injectable Solution [Critpan]"
35131771,"OMOP4789006","Dobutamine 100 MG","pressors","Dobutamine 100 MG"
35131805,"OMOP4789040","Dopamine 6 MG/ML","pressors","Dopamine 6 MG/ML"
35131994,"OMOP4789226","Dobutamine 100 MG Injectable Solution by Alfresa","pressors","Dobutamine 100 MG Injectable Solution by Alfresa"
35132051,"OMOP4789283","Dopamine Injectable Solution [Critpan]","pressors","Dopamine Injectable Solution [Critpan]"
35132368,"OMOP4789594","200 ML Dopamine 3 MG/ML Injectable Solution","pressors","200 ML Dopamine 3 MG/ML Injectable Solution"
35132382,"OMOP4789608","Dobutamine 1 MG/ML Prefilled Syringe [Dobupum]","pressors","Dobutamine 1 MG/ML Prefilled Syringe [Dobupum]"
35132643,"OMOP4789868","Milrinone 1 MG/ML Injectable Solution [Milrila]","pressors","Milrinone 1 MG/ML Injectable Solution [Milrila]"
35132820,"OMOP4790041","Dobutamine 3 MG/ML Prefilled Syringe [Dobupum]","pressors","Dobutamine 3 MG/ML Prefilled Syringe [Dobupum]"
35133001,"OMOP4790219","Dopamine 20 MG/ML [Kakodin]","pressors","Dopamine 20 MG/ML [Kakodin]"
35133628,"OMOP4790834","Dobutamine 100 MG Injectable Solution","pressors","Dobutamine 100 MG Injectable Solution"
35133754,"OMOP4790960","2.5 ML Dopamine 20 MG/ML Injectable Solution by Teva Takeda","pressors","2.5 ML Dopamine 20 MG/ML Injectable Solution by Teva Takeda"
35133820,"OMOP4791026","Dopamine 3 MG/ML Prefilled Syringe","pressors","Dopamine 3 MG/ML Prefilled Syringe"
35134108,"OMOP4791310","5 ML Dopamine 20 MG/ML Injectable Solution by Janssen","pressors","5 ML Dopamine 20 MG/ML Injectable Solution by Janssen"
35134428,"OMOP4791630","Dobutamine 1 MG/ML Injectable Solution [Dobutrex]","pressors","Dobutamine 1 MG/ML Injectable Solution [Dobutrex]"
35134611,"OMOP4791813","200 ML Dopamine 1 MG/ML Injectable Solution","pressors","200 ML Dopamine 1 MG/ML Injectable Solution"
35134892,"OMOP4792089","Dopamine 6 MG/ML [Inovan]","pressors","Dopamine 6 MG/ML [Inovan]"
35134969,"OMOP4792167","Dopamine Injectable Solution [Tsurudopami]","pressors","Dopamine Injectable Solution [Tsurudopami]"
35135014,"OMOP4792213","Dobutamine 100 MG Injectable Solution [Dobutrex]","pressors","Dobutamine 100 MG Injectable Solution [Dobutrex]"
35135547,"OMOP4792736","Dopamine 1 MG/ML [Catabon]","pressors","Dopamine 1 MG/ML [Catabon]"
35135654,"OMOP4792844","Dobutamine 1 MG/ML Prefilled Syringe","pressors","Dobutamine 1 MG/ML Prefilled Syringe"
35135661,"OMOP4792851","Milrinone Injectable Solution [Milrila]","pressors","Milrinone Injectable Solution [Milrila]"
35136154,"OMOP4793337","Dopamine Injectable Solution [Catabon]","pressors","Dopamine Injectable Solution [Catabon]"
35136494,"OMOP4793671","50 ML Dobutamine 3 MG/ML Prefilled Syringe","pressors","50 ML Dobutamine 3 MG/ML Prefilled Syringe"
35136614,"OMOP4793791","Vasopressin (USP) 20 UNT Injectable Solution","pressors","Vasopressin (USP) 20 UNT Injectable Solution"
35137169,"OMOP4794344","Dobutamine 100 MG [Dobutrex]","pressors","Dobutamine 100 MG [Dobutrex]"
35137190,"OMOP4794366","Dopamine Injectable Solution [Dominin]","pressors","Dopamine Injectable Solution [Dominin]"
35137260,"OMOP4794435","10 ML Dopamine 20 MG/ML Injectable Solution [Kakodin]","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Kakodin]"
35137376,"OMOP4794552","50 ML Dobutamine 6 MG/ML Prefilled Syringe [Dobupum]","pressors","50 ML Dobutamine 6 MG/ML Prefilled Syringe [Dobupum]"
35137511,"OMOP4794683","200 ML Dobutamine 3 MG/ML Injectable Solution [Dobutrex]","pressors","200 ML Dobutamine 3 MG/ML Injectable Solution [Dobutrex]"
35137709,"OMOP4794882","Dopamine Injectable Solution [Inovan]","pressors","Dopamine Injectable Solution [Inovan]"
35137836,"OMOP4795007","Dobutamine 1 MG/ML [Dobutrex]","pressors","Dobutamine 1 MG/ML [Dobutrex]"
35138132,"OMOP4795298","200 ML Dobutamine 3 MG/ML Injectable Solution","pressors","200 ML Dobutamine 3 MG/ML Injectable Solution"
35138268,"OMOP4795430","Dobutamine Injectable Solution [Dobupum]","pressors","Dobutamine Injectable Solution [Dobupum]"
35138293,"OMOP4795454","Dobutamine 100 MG Injectable Solution by Pfizer","pressors","Dobutamine 100 MG Injectable Solution by Pfizer"
35138358,"OMOP4795519","50 ML Dopamine 3 MG/ML Prefilled Syringe","pressors","50 ML Dopamine 3 MG/ML Prefilled Syringe"
35138359,"OMOP4795520","5 ML Dopamine 20 MG/ML Injectable Solution by Nipro","pressors","5 ML Dopamine 20 MG/ML Injectable Solution by Nipro"
35138418,"OMOP4795580","Dobutamine 3 MG/ML [Dobupum]","pressors","Dobutamine 3 MG/ML [Dobupum]"
35138533,"OMOP4795693","Dobutamine 3 MG/ML [Dobutrex]","pressors","Dobutamine 3 MG/ML [Dobutrex]"
35139385,"OMOP4796542","200 ML Dobutamine 3 MG/ML Injectable Solution by Pfizer","pressors","200 ML Dobutamine 3 MG/ML Injectable Solution by Pfizer"
35139524,"OMOP4796678","10 ML Dopamine 20 MG/ML Injectable Solution [Inovan]","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Inovan]"
35140021,"OMOP4797171","Dopamine 20 MG/ML Injectable Solution [Kakodin]","pressors","Dopamine 20 MG/ML Injectable Solution [Kakodin]"
35140040,"OMOP4797188","Dopamine 20 MG/ML [Yaelista]","pressors","Dopamine 20 MG/ML [Yaelista]"
35140264,"OMOP4797408","Dopamine 20 MG/ML Injectable Solution [Evetant]","pressors","Dopamine 20 MG/ML Injectable Solution [Evetant]"
35140328,"OMOP4797471","Milrinone 0.15 MG/ML [Milrila]","pressors","Milrinone 0.15 MG/ML [Milrila]"
35140668,"OMOP4797806","50 ML Dopamine 6 MG/ML Prefilled Syringe","pressors","50 ML Dopamine 6 MG/ML Prefilled Syringe"
35140890,"OMOP4798025","Dopamine 20 MG/ML [Tsurudopami]","pressors","Dopamine 20 MG/ML [Tsurudopami]"
35140971,"OMOP4798105","Dopamine Injectable Solution [Yaelista]","pressors","Dopamine Injectable Solution [Yaelista]"
35141123,"OMOP4798252","10 ML Dopamine 20 MG/ML Injectable Solution by Janssen","pressors","10 ML Dopamine 20 MG/ML Injectable Solution by Janssen"
35141510,"OMOP4798635","200 ML Dopamine 1 MG/ML Injectable Solution [Kakodin]","pressors","200 ML Dopamine 1 MG/ML Injectable Solution [Kakodin]"
35141530,"OMOP4798655","200 ML Dopamine 1 MG/ML Injectable Solution [Catabon]","pressors","200 ML Dopamine 1 MG/ML Injectable Solution [Catabon]"
35141764,"OMOP4798887","5 ML Dopamine 20 MG/ML Injectable Solution [Evetant]","pressors","5 ML Dopamine 20 MG/ML Injectable Solution [Evetant]"
35142159,"OMOP4799277","Dopamine 1 MG/ML Prefilled Syringe [Inovan]","pressors","Dopamine 1 MG/ML Prefilled Syringe [Inovan]"
35142220,"OMOP4799337","5 ML Dopamine 20 MG/ML Injectable Solution [Tsurudopami]","pressors","5 ML Dopamine 20 MG/ML Injectable Solution [Tsurudopami]"
35142325,"OMOP4799440","2.5 ML Dopamine 20 MG/ML Injectable Solution by Janssen","pressors","2.5 ML Dopamine 20 MG/ML Injectable Solution by Janssen"
35142426,"OMOP4799539","Dopamine 1 MG/ML [Inovan]","pressors","Dopamine 1 MG/ML [Inovan]"
35142805,"OMOP4799913","200 ML Dopamine 1 MG/ML Injectable Solution by Pfizer","pressors","200 ML Dopamine 1 MG/ML Injectable Solution by Pfizer"
35143325,"OMOP4800427","Dopamine 6 MG/ML Prefilled Syringe [Inovan]","pressors","Dopamine 6 MG/ML Prefilled Syringe [Inovan]"
35143860,"OMOP4800958","Dopamine 20 MG/ML Injectable Solution [Tsurudopami]","pressors","Dopamine 20 MG/ML Injectable Solution [Tsurudopami]"
35144125,"OMOP4801221","Milrinone 1 MG/ML [Milrila]","pressors","Milrinone 1 MG/ML [Milrila]"
35144426,"OMOP4801521","2.5 ML Dopamine 20 MG/ML Injectable Solution","pressors","2.5 ML Dopamine 20 MG/ML Injectable Solution"
35144596,"OMOP4801691","50 ML Dopamine 1 MG/ML Prefilled Syringe","pressors","50 ML Dopamine 1 MG/ML Prefilled Syringe"
35144721,"OMOP4801813","2 ML Dopamine 20 MG/ML Injectable Solution","pressors","2 ML Dopamine 20 MG/ML Injectable Solution"
35144814,"OMOP4801906","Dopamine 3 MG/ML Injectable Solution [Kakodin]","pressors","Dopamine 3 MG/ML Injectable Solution [Kakodin]"
35144853,"OMOP4801944","200 ML Dopamine 3 MG/ML Injectable Solution by Pfizer","pressors","200 ML Dopamine 3 MG/ML Injectable Solution by Pfizer"
35145031,"OMOP4802123","2.5 ML Dopamine 20 MG/ML Injectable Solution [Kakodin]","pressors","2.5 ML Dopamine 20 MG/ML Injectable Solution [Kakodin]"
35145080,"OMOP4802172","Dopamine 1 MG/ML Injectable Solution [Catabon]","pressors","Dopamine 1 MG/ML Injectable Solution [Catabon]"
35145169,"OMOP4802261","Dopamine 3 MG/ML [Kakodin]","pressors","Dopamine 3 MG/ML [Kakodin]"
35145595,"OMOP4802683","10 ML Milrinone 1 MG/ML Injectable Solution by Janssen","pressors","10 ML Milrinone 1 MG/ML Injectable Solution by Janssen"
35146228,"OMOP4803309","Dopamine 1 MG/ML [Kakodin]","pressors","Dopamine 1 MG/ML [Kakodin]"
35146356,"OMOP4803436","Dopamine 3 MG/ML Injectable Solution","pressors","Dopamine 3 MG/ML Injectable Solution"
35146429,"OMOP4803508","5 ML Dopamine 20 MG/ML Injectable Solution [Yaelista]","pressors","5 ML Dopamine 20 MG/ML Injectable Solution [Yaelista]"
35146430,"OMOP4803509","10 ML Milrinone 1 MG/ML Injectable Solution [Milrila]","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Milrila]"
35146493,"OMOP4803571","150 ML Milrinone 0.15 MG/ML Injectable Solution","pressors","150 ML Milrinone 0.15 MG/ML Injectable Solution"
35146517,"OMOP4803595","Dobutamine 3 MG/ML Injectable Solution [Dobutrex]","pressors","Dobutamine 3 MG/ML Injectable Solution [Dobutrex]"
35146588,"OMOP4803665","Dopamine 20 MG/ML Injectable Solution [Dominin]","pressors","Dopamine 20 MG/ML Injectable Solution [Dominin]"
35147116,"OMOP4804188","Dopamine 20 MG/ML [Evetant]","pressors","Dopamine 20 MG/ML [Evetant]"
35147214,"OMOP4804289","Dobutamine 6 MG/ML","pressors","Dobutamine 6 MG/ML"
35147661,"OMOP4804732","2.5 ML Dopamine 20 MG/ML Injectable Solution [Inovan]","pressors","2.5 ML Dopamine 20 MG/ML Injectable Solution [Inovan]"
35147914,"OMOP4804981","Dopamine 3 MG/ML Injectable Solution [Catabon]","pressors","Dopamine 3 MG/ML Injectable Solution [Catabon]"
35148466,"OMOP4805530","Dobutamine 100 MG Injectable Solution by Janssen","pressors","Dobutamine 100 MG Injectable Solution by Janssen"
