concept_id,description,body_system,progressive
45590883,Malignant neoplasm of ethmoidal sinus,malignancy,n/a
35206172,Malignant neoplasm of ethmoidal sinus,malignancy,n/a
45566580,Malignant neoplasm of frontal sinus,malignancy,n/a
35206173,Malignant neoplasm of frontal sinus,malignancy,n/a
45542589,Malignant neoplasm of sphenoid sinus,malignancy,n/a
35206174,Malignant neoplasm of sphenoid sinus,malignancy,n/a
45605262,Malignant neoplasm of overlapping sites of accessory sinuses,malignancy,n/a
35206175,Malignant neoplasm of overlapping sites of accessory sinuses,malignancy,n/a
45595641,"Malignant neoplasm of accessory sinus, unspecified",malignancy,n/a
35206176,"Malignant neoplasm of accessory sinus, unspecified",malignancy,n/a
45600487,Malignant neoplasm of glottis,malignancy,n/a
35206177,Malignant neoplasm of glottis,malignancy,n/a
45561793,Malignant neoplasm of supraglottis,malignancy,n/a
35206178,Malignant neoplasm of supraglottis,malignancy,n/a
45566581,Malignant neoplasm of subglottis,malignancy,n/a
35206179,Malignant neoplasm of subglottis,malignancy,n/a
45556972,Malignant neoplasm of laryngeal cartilage,malignancy,n/a
35206180,Malignant neoplasm of laryngeal cartilage,malignancy,n/a
45595643,Malignant neoplasm of overlapping sites of larynx,malignancy,n/a
35206181,Malignant neoplasm of overlapping sites of larynx,malignancy,n/a
45595644,"Malignant neoplasm of larynx, unspecified",malignancy,n/a
35206182,"Malignant neoplasm of larynx, unspecified",malignancy,n/a
45585989,Malignant neoplasm of trachea,malignancy,n/a
35207222,Kleptomania,mental health,no
35206183,Malignant neoplasm of trachea,malignancy,n/a
45581204,Malignant neoplasm of unspecified main bronchus,malignancy,n/a
45590884,Malignant neoplasm of right main bronchus,malignancy,n/a
45532899,Malignant neoplasm of left main bronchus,malignancy,n/a
45571493,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",malignancy,n/a
45561794,"Malignant neoplasm of upper lobe, right bronchus or lung",malignancy,n/a
45571494,"Malignant neoplasm of upper lobe, left bronchus or lung",malignancy,n/a
45595647,"Malignant neoplasm of middle lobe, bronchus or lung",malignancy,n/a
35206184,"Malignant neoplasm of middle lobe, bronchus or lung",malignancy,n/a
45571695,"Amyloidosis, unspecified",metabolic,yes
45566582,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",malignancy,n/a
45581205,"Malignant neoplasm of lower lobe, right bronchus or lung",malignancy,n/a
45556973,"Malignant neoplasm of lower lobe, left specified bronchus or lung",malignancy,n/a
45542591,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,malignancy,n/a
45547486,Malignant neoplasm of overlapping sites of right bronchus and lung,malignancy,n/a
45576310,Malignant neoplasm of overlapping sites of left bronchus and lung,malignancy,n/a
45590885,Malignant neoplasm of unspecified part of unspecified bronchus or lung,malignancy,n/a
45600488,Malignant neoplasm of unspecified part of right bronchus or lung,malignancy,n/a
45581206,Malignant neoplasm of unspecified part of left bronchus or lung,malignancy,n/a
45605264,Malignant neoplasm of thymus,malignancy,n/a
35206185,Malignant neoplasm of thymus,malignancy,n/a
45537799,Malignant neoplasm of heart,malignancy,n/a
35206186,Malignant neoplasm of heart,malignancy,n/a
45537800,Malignant neoplasm of anterior mediastinum,malignancy,n/a
35206187,Malignant neoplasm of anterior mediastinum,malignancy,n/a
45571495,Malignant neoplasm of posterior mediastinum,malignancy,n/a
35206188,Malignant neoplasm of posterior mediastinum,malignancy,n/a
45537801,"Malignant neoplasm of mediastinum, part unspecified",malignancy,n/a
35206189,"Malignant neoplasm of mediastinum, part unspecified",malignancy,n/a
45605265,Malignant neoplasm of pleura,malignancy,n/a
35206190,Malignant neoplasm of pleura,malignancy,n/a
45595648,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",malignancy,n/a
35206191,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",malignancy,n/a
45585990,"Malignant neoplasm of upper respiratory tract, part unspecified",malignancy,n/a
35206192,"Malignant neoplasm of upper respiratory tract, part unspecified",malignancy,n/a
45571496,"Malignant neoplasm of lower respiratory tract, part unspecified",malignancy,n/a
35206193,"Malignant neoplasm of lower respiratory tract, part unspecified",malignancy,n/a
45605267,Malignant neoplasm of scapula and long bones of unspecified upper limb,malignancy,n/a
45542593,Malignant neoplasm of scapula and long bones of right upper limb,malignancy,n/a
45605268,Malignant neoplasm of scapula and long bones of left upper limb,malignancy,n/a
45547487,Malignant neoplasm of short bones of unspecified upper limb,malignancy,n/a
45576311,Malignant neoplasm of short bones of right upper limb,malignancy,n/a
45542594,Malignant neoplasm of short bones of left upper limb,malignancy,n/a
45542595,Malignant neoplasm of long bones of unspecified lower limb,malignancy,n/a
45581208,Malignant neoplasm of long bones of right lower limb,malignancy,n/a
35206250,Malignant neoplasm of fundus uteri,malignancy,n/a
45581209,Malignant neoplasm of long bones of left lower limb,malignancy,n/a
45561795,Malignant neoplasm of short bones of unspecified lower limb,malignancy,n/a
45547488,Malignant neoplasm of short bones of right lower limb,malignancy,n/a
45571497,Malignant neoplasm of short bones of left lower limb,malignancy,n/a
45537802,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,malignancy,n/a
45581210,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,malignancy,n/a
45561796,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,malignancy,n/a
45571499,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,malignancy,n/a
45605269,Malignant neoplasm of unspecified bones and articular cartilage of right limb,malignancy,n/a
45590886,Malignant neoplasm of unspecified bones and articular cartilage of left limb,malignancy,n/a
45566583,Malignant neoplasm of bones of skull and face,malignancy,n/a
35206194,Malignant neoplasm of bones of skull and face,malignancy,n/a
45571500,Malignant neoplasm of mandible,malignancy,n/a
35206195,Malignant neoplasm of mandible,malignancy,n/a
45537803,Malignant neoplasm of vertebral column,malignancy,n/a
35206196,Malignant neoplasm of vertebral column,malignancy,n/a
45595651,"Malignant neoplasm of ribs, sternum and clavicle",malignancy,n/a
35206197,"Malignant neoplasm of ribs, sternum and clavicle",malignancy,n/a
45585991,"Malignant neoplasm of pelvic bones, sacrum and coccyx",malignancy,n/a
35206198,"Malignant neoplasm of pelvic bones, sacrum and coccyx",malignancy,n/a
45576312,"Malignant neoplasm of bone and articular cartilage, unspecified",malignancy,n/a
35206199,"Malignant neoplasm of bone and articular cartilage, unspecified",malignancy,n/a
45556976,Malignant melanoma of lip,malignancy,n/a
35206200,Malignant melanoma of lip,malignancy,n/a
45561797,"Malignant melanoma of unspecified eyelid, including canthus",malignancy,n/a
45605270,"Malignant melanoma of right eyelid, including canthus",malignancy,n/a
45547489,"Malignant melanoma of left eyelid, including canthus",malignancy,n/a
45561798,Malignant melanoma of unspecified ear and external auricular canal,malignancy,n/a
45571502,Malignant melanoma of right ear and external auricular canal,malignancy,n/a
45566584,Malignant melanoma of left ear and external auricular canal,malignancy,n/a
45605271,Malignant melanoma of unspecified part of face,malignancy,n/a
45542598,Malignant melanoma of nose,malignancy,n/a
45561799,Malignant melanoma of other parts of face,malignancy,n/a
45590887,Malignant melanoma of scalp and neck,malignancy,n/a
35206201,Malignant melanoma of scalp and neck,malignancy,n/a
45585992,Malignant melanoma of anal skin,malignancy,n/a
45585993,Malignant melanoma of skin of breast,malignancy,n/a
45552252,Malignant melanoma of other part of trunk,malignancy,n/a
45590888,"Malignant melanoma of unspecified upper limb, including shoulder",malignancy,n/a
45590889,"Malignant melanoma of right upper limb, including shoulder",malignancy,n/a
45581211,"Malignant melanoma of left upper limb, including shoulder",malignancy,n/a
45590890,"Malignant melanoma of unspecified lower limb, including hip",malignancy,n/a
45542599,"Malignant melanoma of right lower limb, including hip",malignancy,n/a
45547490,"Malignant melanoma of left lower limb, including hip",malignancy,n/a
45537805,Malignant melanoma of overlapping sites of skin,malignancy,n/a
35206202,Malignant melanoma of overlapping sites of skin,malignancy,n/a
45547491,"Malignant melanoma of skin, unspecified",malignancy,n/a
35206203,"Malignant melanoma of skin, unspecified",malignancy,n/a
45590905,Merkel cell carcinoma of lip,malignancy,n/a
45590905,Merkel cell carcinoma of lip,malignancy,n/a
45590906,"Merkel cell carcinoma of unspecified eyelid, including canthus",malignancy,n/a
45571516,"Merkel cell carcinoma of right eyelid, including canthus",malignancy,n/a
45586008,"Merkel cell carcinoma of left eyelid, including canthus",malignancy,n/a
45537819,Merkel cell carcinoma of unspecified ear and external auricular canal,malignancy,n/a
45576321,Merkel cell carcinoma of right ear and external auricular canal,malignancy,n/a
45542612,Merkel cell carcinoma of left ear and external auricular canal,malignancy,n/a
45586009,Merkel cell carcinoma of unspecified part of face,malignancy,n/a
45571517,Merkel cell carcinoma of nose,malignancy,n/a
45600504,Merkel cell carcinoma of other parts of face,malignancy,n/a
45556990,Merkel cell carcinoma of scalp and trunk,malignancy,n/a
45556991,Merkel cell carcinoma of anal skin,malignancy,n/a
45561809,Merkel cell carcinoma of skin of breast,malignancy,n/a
45605275,Merkel cell carcinoma of other part of trunk,malignancy,n/a
45576322,"Merkel cell carcinoma of unspecified upper limb, including shoulder",malignancy,n/a
45561810,"Merkel cell carcinoma of right upper limb, including shoulder",malignancy,n/a
45566597,"Merkel cell carcinoma of left upper limb, including shoulder",malignancy,n/a
45600505,"Merkel cell carcinoma of unspecified lower limb, including hip",malignancy,n/a
45556992,"Merkel cell carcinoma of right lower limb, including hip",malignancy,n/a
45600506,"Merkel cell carcinoma of left lower limb, including hip",malignancy,n/a
45556993,Merkel cell carcinoma of overlapping sites,malignancy,n/a
45595665,"Merkel cell carcinoma, unspecified",malignancy,n/a
45542600,Unspecified malignant neoplasm of skin of lip,malignancy,n/a
45552253,Basal cell carcinoma of skin of lip,malignancy,n/a
45547492,Squamous cell carcinoma of skin of lip,malignancy,n/a
45542601,Other specified malignant neoplasm of skin of lip,malignancy,n/a
45585994,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus",malignancy,n/a
45585995,"Unspecified malignant neoplasm of skin of right eyelid, including canthus",malignancy,n/a
45600489,"Unspecified malignant neoplasm of skin of left eyelid, including canthus",malignancy,n/a
45532904,"Basal cell carcinoma of skin of unspecified eyelid, including canthus",malignancy,n/a
45600490,"Basal cell carcinoma of skin of right eyelid, including canthus",malignancy,n/a
45571503,"Basal cell carcinoma of skin of left eyelid, including canthus",malignancy,n/a
45547495,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus",malignancy,n/a
45590891,"Squamous cell carcinoma of skin of right eyelid, including canthus",malignancy,n/a
45600491,"Squamous cell carcinoma of skin of left eyelid, including canthus",malignancy,n/a
45605272,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus",malignancy,n/a
45561800,"Other specified malignant neoplasm of skin of right eyelid, including canthus",malignancy,n/a
45585996,"Other specified malignant neoplasm of skin of left eyelid, including canthus",malignancy,n/a
45581213,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,malignancy,n/a
45556978,Unspecified malignant neoplasm of skin of right ear and external auricular canal,malignancy,n/a
45542602,Unspecified malignant neoplasm of skin of left ear and external auricular canal,malignancy,n/a
45585998,Basal cell carcinoma of skin of unspecified ear and external auricular canal,malignancy,n/a
45595653,Basal cell carcinoma of skin of right ear and external auricular canal,malignancy,n/a
45590892,Basal cell carcinoma of skin of left ear and external auricular canal,malignancy,n/a
45590893,Squamous cell carcinoma of skin of unspecified ear and external auricular canal,malignancy,n/a
45590894,Squamous cell carcinoma of skin of right ear and external auricular canal,malignancy,n/a
45552254,Squamous cell carcinoma of skin of left ear and external auricular canal,malignancy,n/a
45556979,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,malignancy,n/a
45547496,Other specified malignant neoplasm of skin of right ear and external auricular canal,malignancy,n/a
45571504,Other specified malignant neoplasm of skin of left ear and external auricular canal,malignancy,n/a
45590895,Unspecified malignant neoplasm of skin of unspecified part of face,malignancy,n/a
45595654,Unspecified malignant neoplasm of skin of nose,malignancy,n/a
45537808,Unspecified malignant neoplasm of skin of other parts of face,malignancy,n/a
45590896,Basal cell carcinoma of skin of unspecified parts of face,malignancy,n/a
45561801,Basal cell carcinoma of skin of nose,malignancy,n/a
45590897,Basal cell carcinoma of skin of other parts of face,malignancy,n/a
45590898,Squamous cell carcinoma of skin of unspecified parts of face,malignancy,n/a
45600494,Squamous cell carcinoma of skin of nose,malignancy,n/a
45537809,Squamous cell carcinoma of skin of other parts of face,malignancy,n/a
45600495,Other specified malignant neoplasm of skin of unspecified parts of face,malignancy,n/a
45542603,Other specified malignant neoplasm of skin of nose,malignancy,n/a
