"concept_id","concept_code","concept_name","ccsr_cat_code","cluster"
45561953,"E13.00","Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)","END003","Diabetes mellitus with complication"
37200276,"E13.3492","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","END003","Diabetes mellitus with complication"
37200277,"E13.3493","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","END003","Diabetes mellitus with complication"
37200278,"E13.3499","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","END003","Diabetes mellitus with complication"
1567981,"E13.35","Other specified diabetes mellitus with proliferative diabetic retinopathy","","Diabetes mellitus with complication"
45571659,"E13.351","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema","END003","Diabetes mellitus with complication"
37200083,"E08.37X9","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye","END003","Diabetes mellitus with complication"
45552374,"E08.39","Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication","END003","Diabetes mellitus with complication"
1567916,"E08.4","Diabetes mellitus due to underlying condition with neurological complications","","Diabetes mellitus with complication"
45605392,"E08.40","Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified","END003","Diabetes mellitus with complication"
45561941,"E08.41","Diabetes mellitus due to underlying condition with diabetic mononeuropathy","END003","Diabetes mellitus with complication"
45547617,"E08.42","Diabetes mellitus due to underlying condition with diabetic polyneuropathy","END003","Diabetes mellitus with complication"
45595789,"E08.43","Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy","END003","Diabetes mellitus with complication"
45605393,"E08.44","Diabetes mellitus due to underlying condition with diabetic amyotrophy","END003","Diabetes mellitus with complication"
45595790,"E08.49","Diabetes mellitus due to underlying condition with other diabetic neurological complication","END003","Diabetes mellitus with complication"
1567917,"E08.5","Diabetes mellitus due to underlying condition with circulatory complications","","Diabetes mellitus with complication"
45595791,"E08.51","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene","CIR032","Other specified and unspecified circulatory disease"
45595791,"E08.51","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene","CIR032","Other specified and unspecified circulatory disease"
45561942,"E08.52","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene","CIR028","Gangrene"
45561942,"E08.52","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene","CIR028","Gangrene"
45581343,"E08.59","Diabetes mellitus due to underlying condition with other circulatory complications","END003","Diabetes mellitus with complication"
1567918,"E08.6","Diabetes mellitus due to underlying condition with other specified complications","","Diabetes mellitus with complication"
1567919,"E08.61","Diabetes mellitus due to underlying condition with diabetic arthropathy","","Diabetes mellitus with complication"
45542730,"E08.610","Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy","END003","Diabetes mellitus with complication"
45605394,"E08.618","Diabetes mellitus due to underlying condition with other diabetic arthropathy","END003","Diabetes mellitus with complication"
1567920,"E08.62","Diabetes mellitus due to underlying condition with skin complications","","Diabetes mellitus with complication"
45533011,"E08.620","Diabetes mellitus due to underlying condition with diabetic dermatitis","END003","Diabetes mellitus with complication"
45581344,"E08.621","Diabetes mellitus due to underlying condition with foot ulcer","END003","Diabetes mellitus with complication"
45547618,"E08.622","Diabetes mellitus due to underlying condition with other skin ulcer","END003","Diabetes mellitus with complication"
45571650,"E08.628","Diabetes mellitus due to underlying condition with other skin complications","END003","Diabetes mellitus with complication"
1567921,"E08.63","Diabetes mellitus due to underlying condition with oral complications","","Diabetes mellitus with complication"
45571651,"E08.630","Diabetes mellitus due to underlying condition with periodontal disease","END003","Diabetes mellitus with complication"
45537954,"E08.638","Diabetes mellitus due to underlying condition with other oral complications","END003","Diabetes mellitus with complication"
1567922,"E08.64","Diabetes mellitus due to underlying condition with hypoglycemia","","Diabetes mellitus with complication"
35206875,"E08.640","Diabetes mellitus due to underlying condition with hypoglycemia without coma","","Diabetes mellitus with complication"
45552375,"E08.641","Diabetes mellitus due to underlying condition with hypoglycemia with coma","END003","Diabetes mellitus with complication"
45561943,"E08.649","Diabetes mellitus due to underlying condition with hypoglycemia without coma","END003","Diabetes mellitus with complication"
45595792,"E08.65","Diabetes mellitus due to underlying condition with hyperglycemia","END003","Diabetes mellitus with complication"
45542731,"E08.69","Diabetes mellitus due to underlying condition with other specified complication","END003","Diabetes mellitus with complication"
45605395,"E08.8","Diabetes mellitus due to underlying condition with unspecified complications","END003","Diabetes mellitus with complication"
45571652,"E08.9","Diabetes mellitus due to underlying condition without complications","END002","Diabetes mellitus with complication"
37200143,"E10.3213","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral","END003","Diabetes mellitus with complication"
37200144,"E10.3219","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye","END003","Diabetes mellitus with complication"
45591026,"E10.329","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","END003","Diabetes mellitus with complication"
37200145,"E10.3291","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","END003","Diabetes mellitus with complication"
37200146,"E10.3292","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","END003","Diabetes mellitus with complication"
37200147,"E10.3293","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","END003","Diabetes mellitus with complication"
37200148,"E10.3299","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","END003","Diabetes mellitus with complication"
1567946,"E10.33","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy","","Diabetes mellitus with complication"
45561947,"E10.331","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","END003","Diabetes mellitus with complication"
37200149,"E10.3311","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","END003","Diabetes mellitus with complication"
37200150,"E10.3312","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","END003","Diabetes mellitus with complication"
37200151,"E10.3313","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","END003","Diabetes mellitus with complication"
37200152,"E10.3319","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","END003","Diabetes mellitus with complication"
45605397,"E10.339","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","END003","Diabetes mellitus with complication"
37200153,"E10.3391","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","END003","Diabetes mellitus with complication"
37200154,"E10.3392","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","END003","Diabetes mellitus with complication"
37200155,"E10.3393","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","END003","Diabetes mellitus with complication"
37200156,"E10.3399","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","END003","Diabetes mellitus with complication"
1567947,"E10.34","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy","","Diabetes mellitus with complication"
45595794,"E10.341","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","END003","Diabetes mellitus with complication"
37200157,"E10.3411","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","END003","Diabetes mellitus with complication"
37200158,"E10.3412","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","END003","Diabetes mellitus with complication"
37200159,"E10.3413","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","END003","Diabetes mellitus with complication"
37200160,"E10.3419","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye","END003","Diabetes mellitus with complication"
45537958,"E10.349","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","END003","Diabetes mellitus with complication"
37200161,"E10.3491","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","END003","Diabetes mellitus with complication"
